Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD05141,PET Scanner,2016-01-09,9,ImagingTech,Model-150,USA,10551.946210801576,4.102396848981594,5,5,2,System performance degraded due to voltage spike; mitigation via software patch. moderate delay component review,78840,12,15768.0,0.13384000774735635,0.75,High Risk,2
MD00571,MRI Scanner,2020-04-01,5,MedEquip,Model-500,France,5796.624438311417,5.2100008922761285,1,2,2,Routine check completed; software crash observed during diagnostics. component issue component review,43800,12,21900.0,0.1323430237057401,0.4166666666666667,Medium Risk,1
MD05170,MRI Scanner,2014-04-08,11,UltraMed,Model-250,UK,6325.706862910436,2.546771180406476,3,2,2,data lag caused operational delay; replacement initiated. driver update average severity report,96360,12,48180.0,0.06564660505303482,0.9166666666666666,Medium Risk,1
MD00868,Defibrillator,2015-01-06,10,UltraMed,Model-550,UK,4895.5661137633215,3.696111140915272,1,5,2,software crash caused operational delay; component upgrade initiated. driver update moderate delay,87600,12,17520.0,0.05588545791967262,0.8333333333333334,Medium Risk,1
MD02549,X-Ray Machine,2022-07-13,3,RescueTech,Model-250,USA,14028.833497820697,20.653904639356988,4,2,3,System performance degraded due to voltage spike; mitigation via replacement. reboot failed high priority failure,26280,12,13140.0,0.5338216703889154,0.25,High Risk,2
MD04417,CT Scanner,2015-06-14,10,ScanPro,Model-450,Canada,5768.963755375397,9.32688061662614,3,4,1,overheating caused operational delay; firmware update initiated. software reset routine reset,87600,12,21900.0,0.06585575063213923,0.8333333333333334,Medium Risk,1
MD03122,CT Scanner,2014-03-06,11,CardioSync,Model-550,UK,11014.32473000495,16.634941584032354,5,2,2,Component system reset after detecting data lag; functionality restored. moderate delay performance warning,96360,12,48180.0,0.11430390960984796,0.9166666666666666,Medium Risk,1
MD02012,MRI Scanner,2016-03-25,9,RescueTech,Model-250,UK,11696.262410723144,7.607248249679994,2,0,2,Routine check completed; software crash observed during diagnostics. component issue driver update applied,78840,12,26280.0,0.14835441921262232,0.75,Low Risk,0
MD04311,CT Scanner,2017-04-04,8,RescueTech,Model-600,Japan,5405.233653646926,1.8658291625670715,1,2,1,Component inspection after detecting sensor misalignment; functionality restored. log cleaned minor issue,70080,12,35040.0,0.07712947565135453,0.6666666666666666,Medium Risk,1
MD02721,Defibrillator,2023-11-30,2,UltraMed,Model-100,Italy,7046.028113483661,15.02128941582471,2,1,2,Routine check completed; overheating observed during diagnostics. driver update non-critical warning,17520,12,17520.0,0.4021705544225834,0.16666666666666666,Medium Risk,1
MD04649,Infusion Pump,2017-12-10,8,RescueTech,Model-600,UK,7545.875455251676,8.07441260820617,1,3,2,Routine check completed; abnormal sound observed during diagnostics. driver update non-critical warning,70080,12,23360.0,0.1076751634596415,0.6666666666666666,Medium Risk,1
MD04050,CT Scanner,2020-07-23,5,UltraMed,Model-200,France,9946.297810835742,12.07809046907627,1,3,2,Routine check completed; software crash observed during diagnostics. driver update device required inspection,43800,12,14600.0,0.2270844249049256,0.4166666666666667,Medium Risk,1
MD02240,PET Scanner,2017-12-17,8,MedEquip,Model-350,Italy,3356.767206931967,3.3406230015608847,1,1,1,voltage spike caused operational delay; recalibration initiated. minor issue quick fix,70080,12,70080.0,0.047899075441380806,0.6666666666666666,Medium Risk,1
MD00340,X-Ray Machine,2014-09-13,11,UltraMed,Model-650,France,14093.822481856,18.0090775390247,5,2,3,sensor misalignment caused operational delay; firmware update initiated. data loss hardware fault,96360,12,48180.0,0.14626216772370276,0.9166666666666666,Medium Risk,1
MD01571,Infusion Pump,2019-09-12,6,ImagingTech,Model-550,Japan,13239.059590263829,13.91037827751755,3,1,2,overheating caused operational delay; firmware update initiated. driver update performance warning,52560,12,52560.0,0.25188469540075775,0.5,Medium Risk,1
MD01381,PET Scanner,2015-10-01,10,CardioSync,Model-200,France,23382.11936178163,11.624277216752091,3,0,3,voltage spike caused operational delay; replacement initiated. reboot failed critical failure,87600,12,26280.0,0.26691917079659394,0.8333333333333334,Low Risk,0
MD01282,CT Scanner,2015-05-06,10,MedEquip,Model-550,Canada,753.5384726218825,6.122328549218741,5,0,1,circuit failure caused operational delay; software patch initiated. log cleaned routine reset,87600,12,26280.0,0.008602037358697289,0.8333333333333334,Low Risk,0
MD00848,Infusion Pump,2016-11-26,9,UltraMed,Model-600,Canada,303.0118181498666,24.8771787161436,1,0,3,System performance degraded due to sensor misalignment; mitigation via inspection. critical failure hardware fault,78840,12,26280.0,0.003843376688861829,0.75,Low Risk,0
MD02407,MRI Scanner,2021-07-26,4,RescueTech,Model-450,UK,17022.241453920647,6.91878008104959,4,4,3,abnormal sound caused operational delay; inspection initiated. critical failure urgent inspection needed,35040,12,8760.0,0.4857945620411144,0.3333333333333333,High Risk,2
MD00851,Defibrillator,2019-04-25,6,UltraMed,Model-500,Italy,4456.862621400597,5.041031605586937,2,1,2,Routine check completed; overheating observed during diagnostics. reviewed logs component review,52560,12,52560.0,0.0847957119748972,0.5,Medium Risk,1
MD01010,Infusion Pump,2014-05-11,11,RescueTech,Model-600,UK,9557.78736206038,3.545701225291427,4,1,2,voltage spike caused operational delay; software patch initiated. moderate delay device required inspection,96360,12,96360.0,0.0991883287885054,0.9166666666666666,Medium Risk,1
MD00768,Defibrillator,2021-01-25,4,ScanPro,Model-600,Japan,-366.8318176567206,5.321443911020578,1,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. quick fix quick fix,35040,12,17520.0,-0.010468944567828785,0.3333333333333333,Medium Risk,1
MD02427,CT Scanner,2017-06-15,8,RescueTech,Model-350,Japan,2610.157364182745,18.335709046088137,3,1,2,Component inspection after detecting battery wear; functionality restored. component issue device required inspection,70080,12,70080.0,0.03724539617840675,0.6666666666666666,Medium Risk,1
MD00190,Infusion Pump,2016-08-30,9,CardioSync,Model-600,Japan,7720.27717368987,6.298495790979648,3,3,2,Routine check completed; data lag observed during diagnostics. driver update average severity report,78840,12,26280.0,0.09792335329388471,0.75,Medium Risk,1
MD01430,Defibrillator,2016-03-24,9,ScanPro,Model-450,Italy,3275.3862315350366,7.792714751093634,2,3,1,overheating caused operational delay; software patch initiated. quick fix minor issue,78840,12,26280.0,0.04154472642738504,0.75,Medium Risk,1
MD00957,X-Ray Machine,2019-10-17,6,MedEquip,Model-500,France,17956.311553231415,26.14854194048476,3,2,3,Routine check completed; voltage spike observed during diagnostics. critical failure hardware fault,52560,12,26280.0,0.3416345424891822,0.5,Medium Risk,1
MD02548,Infusion Pump,2019-09-14,6,ImagingTech,Model-250,UK,7751.570529625554,2.536362786165858,1,2,2,Routine check completed; battery wear observed during diagnostics. component issue non-critical warning,52560,12,26280.0,0.1474804134251437,0.5,Medium Risk,1
MD03287,PET Scanner,2016-09-09,9,ScanPro,Model-100,France,17391.33897979076,19.59639162373192,4,3,3,data lag caused operational delay; software patch initiated. data loss urgent inspection needed,78840,12,26280.0,0.22059029654732062,0.75,Medium Risk,1
MD01850,CT Scanner,2023-09-18,2,RescueTech,Model-300,France,6403.58346007452,4.096986377642844,4,5,1,System performance degraded due to abnormal sound; mitigation via recalibration. log cleaned system check passed,17520,12,3504.0,0.3655013390453493,0.16666666666666666,Medium Risk,1
MD02681,Infusion Pump,2021-03-23,4,CardioSync,Model-350,USA,7147.257254636162,10.782884721949848,5,0,1,overheating caused operational delay; component upgrade initiated. minor issue system check passed,35040,12,26280.0,0.20397423671906853,0.3333333333333333,Low Risk,0
MD02127,X-Ray Machine,2015-05-17,10,RescueTech,Model-550,Canada,857.0559523075442,1.917682413794636,2,6,1,System performance degraded due to circuit failure; mitigation via component upgrade. quick fix log file cleared,87600,12,14600.0,0.009783743747803017,0.8333333333333334,Medium Risk,1
MD02201,MRI Scanner,2014-09-01,11,UltraMed,Model-550,Italy,22680.225411613115,12.61922714884614,4,2,3,System performance degraded due to abnormal sound; mitigation via replacement. sensor replaced urgent inspection needed,96360,12,48180.0,0.23536971161906511,0.9166666666666666,Medium Risk,1
MD05021,Infusion Pump,2016-01-27,9,CardioSync,Model-400,Japan,12329.543763363608,18.99870835194667,2,0,3,Routine check completed; battery wear observed during diagnostics. sensor replaced urgent inspection needed,78840,12,26280.0,0.1563869071963928,0.75,Low Risk,0
MD01266,Infusion Pump,2023-02-15,2,ScanPro,Model-400,Canada,9153.409684412802,12.75955427374,4,5,2,software crash caused operational delay; recalibration initiated. driver update component review,17520,12,3504.0,0.5224548906628311,0.16666666666666666,Medium Risk,1
MD03068,CT Scanner,2017-08-15,8,UltraMed,Model-150,Canada,14072.4110700502,27.41598601607293,2,3,3,Component software patch after detecting data lag; functionality restored. sensor replaced urgent inspection needed,70080,12,23360.0,0.20080495248359304,0.6666666666666666,Medium Risk,1
MD01021,CT Scanner,2013-12-07,12,UltraMed,Model-250,France,21026.53069572825,21.08043514502348,2,1,3,System performance degraded due to overheating; mitigation via system reset. reboot failed emergency shutdown,105120,12,105120.0,0.2000240743505351,1.0,Medium Risk,1
MD04927,Infusion Pump,2016-08-13,9,RescueTech,Model-100,USA,3196.8788352378688,11.874148770435369,4,1,2,System performance degraded due to software crash; mitigation via firmware update. reviewed logs moderate delay,78840,12,78840.0,0.040548945145076974,0.75,Medium Risk,1
MD01495,X-Ray Machine,2018-10-11,7,ScanPro,Model-600,Canada,5777.660078870017,21.12161913400858,4,3,3,Component inspection after detecting software crash; functionality restored. critical failure high priority failure,61320,12,20440.0,0.09422146247341841,0.5833333333333334,Medium Risk,1
MD01082,CT Scanner,2023-11-03,2,ScanPro,Model-650,Italy,15019.970380213224,17.713973869436266,1,4,3,Routine check completed; sensor misalignment observed during diagnostics. reboot failed critical malfunction,17520,12,4380.0,0.8573042454459603,0.16666666666666666,High Risk,2
MD00965,MRI Scanner,2015-01-20,10,CardioSync,Model-450,Japan,10728.958788586291,4.062950976332224,5,0,3,battery wear caused operational delay; software patch initiated. critical failure emergency shutdown,87600,12,26280.0,0.12247669849984351,0.8333333333333334,Low Risk,0
MD04859,PET Scanner,2015-07-12,10,ScanPro,Model-550,Canada,6139.085709120161,9.547813493155347,5,1,1,abnormal sound caused operational delay; replacement initiated. quick fix routine reset,87600,12,87600.0,0.0700808870904128,0.8333333333333334,Medium Risk,1
MD01161,MRI Scanner,2014-08-19,11,RescueTech,Model-350,France,3135.895507762917,5.843449515564069,2,3,3,battery wear caused operational delay; recalibration initiated. critical failure critical malfunction,96360,12,32120.0,0.03254353993112201,0.9166666666666666,Medium Risk,1
MD04539,Defibrillator,2015-01-30,10,RescueTech,Model-350,Italy,15817.763599042186,17.239274580294705,4,0,3,System performance degraded due to overheating; mitigation via recalibration. critical failure urgent inspection needed,87600,12,26280.0,0.18056807761463683,0.8333333333333334,Low Risk,0
MD03451,Infusion Pump,2020-04-01,5,CardioSync,Model-200,Canada,18397.61101998155,13.626271068406218,4,3,2,System performance degraded due to software crash; mitigation via system reset. moderate delay non-critical warning,43800,12,14600.0,0.42003678127811755,0.4166666666666667,High Risk,2
MD02122,PET Scanner,2020-06-10,5,MedEquip,Model-250,UK,3033.551302446438,5.377604283598791,2,3,1,System performance degraded due to voltage spike; mitigation via recalibration. log cleaned low priority fault,43800,12,14600.0,0.06925916215631137,0.4166666666666667,Medium Risk,1
MD01803,X-Ray Machine,2024-04-03,1,CardioSync,Model-400,USA,5889.27258721998,10.343313859933517,1,1,2,battery wear caused operational delay; recalibration initiated. moderate delay non-critical warning,8760,12,8760.0,0.6722913912351575,0.08333333333333333,Medium Risk,1
MD03998,PET Scanner,2023-02-15,2,ScanPro,Model-150,Japan,6190.540080448615,20.254496542008788,4,2,3,Routine check completed; data lag observed during diagnostics. critical failure critical malfunction,17520,12,8760.0,0.35334132879272917,0.16666666666666666,Medium Risk,1
MD02609,CT Scanner,2019-10-26,6,CardioSync,Model-400,Italy,6616.024633778875,8.949671349988447,3,2,3,Component firmware update after detecting data lag; functionality restored. data loss critical failure,52560,12,26280.0,0.12587565893795424,0.5,Medium Risk,1
MD02347,PET Scanner,2021-10-20,4,UltraMed,Model-600,Japan,7669.619438701269,7.599740486378617,4,1,2,System performance degraded due to abnormal sound; mitigation via recalibration. reviewed logs average severity report,35040,12,35040.0,0.2188818332962691,0.3333333333333333,Medium Risk,1
MD00020,X-Ray Machine,2019-09-11,6,CardioSync,Model-100,Canada,13582.94929863655,10.734719383347134,4,3,2,System performance degraded due to abnormal sound; mitigation via replacement. driver update device required inspection,52560,12,17520.0,0.25842749807147164,0.5,High Risk,2
MD05004,PET Scanner,2018-12-26,7,CardioSync,Model-300,USA,17212.038063820175,23.695522090476,5,3,3,voltage spike caused operational delay; system reset initiated. data loss high priority failure,61320,12,20440.0,0.28069207540476476,0.5833333333333334,High Risk,2
MD01917,CT Scanner,2016-01-19,9,MedEquip,Model-600,Canada,12723.48591670096,5.8468975589505385,2,1,3,data lag caused operational delay; firmware update initiated. reboot failed critical malfunction,78840,12,78840.0,0.1613836366907783,0.75,Medium Risk,1
MD04466,X-Ray Machine,2015-08-16,10,ScanPro,Model-450,UK,1913.199738565703,3.950016463629296,3,4,1,Component replacement after detecting circuit failure; functionality restored. software reset system check passed,87600,12,21900.0,0.021840179663992043,0.8333333333333334,Medium Risk,1
MD01996,Defibrillator,2018-02-16,7,ScanPro,Model-450,Italy,7713.359669989602,28.36446272116472,3,4,3,Component software patch after detecting voltage spike; functionality restored. data loss system crash,61320,12,15330.0,0.12578864432468365,0.5833333333333334,Medium Risk,1
